User_ID,Transaction_Amount,Account_Balance,IP_Address_Flag,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Age,Transaction_Distance,Transaction_Type,Device_Type,Merchant_Category,Card_Type,Authentication_Method,Timestamp,Is_Weekend,Bank_Name,Fraud_Label,Age,Gender,City,Profession,Monthly_Income_PKR,Account_Type,Account_Age_Years
USER_5052,25810.4,27437088.0,0,2,123454.8,3,7,4727.49,E_Commerce,Desktop,Restaurants,Visa,Password,2023-05-01 22:51:00,1,UBL,0,37,Female,Sialkot,Business Owner,637000,Savings,9.6
USER_7376,2562.0,541209.2,0,13,74334.4,3,119,3532.08,E_Commerce,Tablet,Groceries,Discover,Biometric,2023-03-27 15:57:00,1,Allied Bank,0,69,Male,Lahore,Student,13000,Salary,13.3
USER_2233,53286.8,20520074.4,0,7,58825.2,1,212,3286.72,POS,Tablet,Travel,Amex,OTP,2023-08-31 01:49:00,0,UBL,1,66,Female,Peshawar,Business Owner,637000,Savings,5.2
USER_9023,1181.6,14684177.2,0,3,44822.4,0,188,1185.38,Bank_Transfer,Desktop,Electronics,Discover,Password,2023-03-09 01:13:00,0,MCB,1,51,Female,Multan,Government Employee,144000,Salary,11.9
USER_3104,6725.6,8876266.0,0,11,136729.6,3,51,4981.17,E_Commerce,Tablet,Travel,Discover,Biometric,2023-04-27 17:32:00,0,UBL,0,23,Female,Karachi,Retired,42000,Current,9.0
USER_2119,100626.4,25272030.0,0,3,66388.0,3,205,1810.43,ATM,Mobile,Clothing,Visa,Biometric,2023-06-12 06:07:00,0,UBL,0,49,Female,Rawalpindi,Retired,38000,Salary,0.8
USER_1305,17813.6,2532597.2,0,12,65856.0,0,225,1361.64,Bank_Transfer,Tablet,Restaurants,Visa,Biometric,2023-03-09 14:13:00,0,Allied Bank,1,43,Male,Islamabad,Salaried Employee,133000,Current,14.1
USER_7732,21126.0,3833088.0,0,7,56873.6,4,176,2925.14,POS,Mobile,Electronics,Mastercard,Password,2023-08-10 17:04:00,1,HBL,0,63,Female,Rawalpindi,Salaried Employee,105000,Savings,7.6
USER_6757,1178.8,19473104.0,0,14,44514.4,3,4,2010.58,E_Commerce,Desktop,Clothing,Amex,Biometric,2023-08-11 02:05:00,0,Allied Bank,0,36,Male,Hyderabad,Freelancer,192000,Salary,9.7
USER_8824,17343.2,17218658.8,0,2,72856.0,3,153,775.58,POS,Desktop,Clothing,Visa,Biometric,2023-06-18 07:16:00,0,HBL,0,49,Female,Faisalabad,Shopkeeper,209000,Savings,3.8
USER_9162,16637.6,3907988.0,0,1,95390.4,1,218,2128.14,ATM,Tablet,Clothing,Visa,Password,2023-09-17 10:01:00,0,UBL,0,57,Female,Lahore,Driver,33000,Savings,9.6
USER_5091,2002.0,20786180.8,0,13,137942.0,3,128,4428.25,Bank_Transfer,Tablet,Clothing,Visa,Biometric,2023-10-18 13:48:00,0,MCB,0,45,Male,Lahore,Doctor,458000,Salary,4.7
USER_8650,72965.2,4333411.6,0,7,132238.4,2,81,4862.41,Bank_Transfer,Mobile,Travel,Visa,Biometric,2023-01-08 10:50:00,0,MCB,0,47,Female,Quetta,Freelancer,257000,Savings,6.7
USER_1754,7672.0,24799154.8,0,10,82535.6,2,22,1198.02,Bank_Transfer,Mobile,Restaurants,Mastercard,Password,2023-05-21 17:41:00,0,MCB,0,54,Male,Hyderabad,Business Owner,931000,Current,5.7
USER_8132,40350.8,26872958.0,0,13,129844.4,3,161,2290.18,ATM,Tablet,Restaurants,Discover,PIN,2023-06-26 10:37:00,0,Allied Bank,0,26,Female,Peshawar,Student,32000,Savings,1.4
USER_6520,13924.4,19635282.8,0,13,61415.2,1,80,1083.36,E_Commerce,Tablet,Travel,Amex,Password,2023-10-19 21:12:00,1,HBL,0,66,Male,Rawalpindi,Salaried Employee,113000,Current,11.1
USER_5984,2480.8,21138759.6,0,9,34008.8,3,100,2195.72,E_Commerce,Desktop,Electronics,Visa,OTP,2023-11-22 20:21:00,0,Meezan,0,27,Male,Islamabad,Driver,51000,Salary,2.3
USER_2349,57453.2,26504338.0,0,9,106176.0,3,118,1454.18,Bank_Transfer,Mobile,Electronics,Mastercard,OTP,2023-06-27 16:50:00,0,UBL,0,63,Female,Peshawar,Driver,35000,Salary,2.5
USER_6432,44819.6,23957337.6,0,9,76538.0,0,60,1889.26,E_Commerce,Mobile,Travel,Mastercard,Password,2023-07-04 07:10:00,1,MCB,0,70,Male,Rawalpindi,Salaried Employee,71000,Current,10.9
USER_8666,1470.0,22269665.6,1,3,132367.2,2,87,3888.37,ATM,Mobile,Restaurants,Amex,PIN,2023-05-15 02:19:00,0,UBL,0,65,Male,Islamabad,Doctor,566000,Current,6.2
USER_2903,9346.4,14968363.2,0,7,57330.0,4,117,2343.95,Bank_Transfer,Mobile,Restaurants,Mastercard,Password,2023-12-31 19:32:00,1,Allied Bank,0,57,Male,Multan,Business Owner,647000,Salary,9.1
USER_2511,3071.6,3931580.8,0,10,140000.0,0,33,223.43,Bank_Transfer,Mobile,Restaurants,Amex,Password,2023-03-24 10:31:00,0,MCB,1,61,Male,Multan,Engineer,124000,Current,13.5
USER_8603,147086.8,22508656.8,0,11,67989.6,1,206,2904.2,POS,Desktop,Electronics,Amex,PIN,2023-03-20 21:16:00,0,Meezan,0,19,Male,Islamabad,Business Owner,459000,Savings,2.4
USER_8788,21674.8,24772280.4,0,11,8559.6,1,126,4269.74,E_Commerce,Tablet,Groceries,Mastercard,Password,2023-12-28 16:18:00,0,MCB,0,65,Male,Sialkot,Business Owner,609000,Savings,9.9
USER_6168,12210.8,1780413.6,0,9,84823.2,4,36,3661.86,E_Commerce,Mobile,Electronics,Discover,OTP,2023-02-12 02:49:00,0,Allied Bank,1,24,Female,Hyderabad,Freelancer,303000,Current,1.0
USER_3280,14338.8,6986876.4,0,8,42938.0,4,207,3227.66,Bank_Transfer,Mobile,Travel,Visa,Password,2023-09-23 15:24:00,0,Allied Bank,0,30,Female,Islamabad,Doctor,487000,Salary,4.2
USER_3640,4544.4,2576000.0,0,3,129914.4,2,227,857.56,ATM,Desktop,Travel,Mastercard,OTP,2023-02-01 09:18:00,0,UBL,1,48,Female,Rawalpindi,Government Employee,169000,Savings,11.6
USER_4312,34129.2,23164873.2,0,8,91050.4,1,64,3870.87,POS,Tablet,Groceries,Visa,Password,2023-11-14 09:26:00,0,HBL,0,41,Female,Rawalpindi,Freelancer,87000,Current,4.3
USER_1212,26745.6,5399830.8,0,8,13591.2,0,22,895.34,E_Commerce,Tablet,Restaurants,Visa,Biometric,2023-07-28 22:34:00,0,MCB,1,62,Female,Islamabad,Freelancer,114000,Current,8.6
USER_9393,19826.8,3216984.4,0,6,46502.4,1,214,4067.01,POS,Mobile,Restaurants,Visa,Biometric,2023-11-20 10:18:00,0,HBL,0,23,Male,Rawalpindi,Government Employee,105000,Current,9.0
USER_8566,406.0,5175329.6,0,5,30900.8,0,13,3696.29,E_Commerce,Mobile,Clothing,Amex,OTP,2023-12-06 07:59:00,0,Allied Bank,1,35,Female,Quetta,Freelancer,196000,Salary,14.8
USER_6361,23186.8,21720420.4,0,3,8744.4,1,100,4075.13,E_Commerce,Mobile,Restaurants,Mastercard,OTP,2023-05-08 15:00:00,0,Meezan,0,67,Female,Rawalpindi,Driver,51000,Salary,7.9
USER_5567,5658.8,4746436.8,0,6,139017.2,2,105,1219.17,E_Commerce,Tablet,Electronics,Mastercard,Password,2023-03-31 15:53:00,0,UBL,0,54,Female,Peshawar,Engineer,237000,Current,9.2
USER_5916,92556.8,16493066.8,0,1,52567.2,4,23,3005.13,POS,Tablet,Clothing,Mastercard,Password,2023-10-16 03:31:00,0,Allied Bank,0,21,Female,Sialkot,Engineer,139000,Current,5.1
USER_8212,3922.8,8871895.2,0,10,127072.4,0,15,233.19,Bank_Transfer,Tablet,Groceries,Amex,PIN,2023-04-29 06:03:00,0,Meezan,0,32,Male,Karachi,Government Employee,138000,Current,12.5
USER_8617,7089.6,17886125.6,0,4,139890.8,2,7,1966.93,ATM,Tablet,Restaurants,Discover,OTP,2023-01-15 21:27:00,0,HBL,0,64,Female,Sialkot,Shopkeeper,117000,Current,4.8
USER_7660,11085.2,22515754.8,0,12,131644.8,4,230,3080.04,POS,Tablet,Clothing,Discover,PIN,2023-05-29 03:19:00,0,Allied Bank,1,67,Female,Quetta,Retired,64000,Savings,2.2
USER_8025,22307.6,21676832.8,0,2,33258.4,4,230,3906.73,POS,Tablet,Restaurants,Visa,PIN,2023-04-29 12:04:00,0,UBL,1,59,Female,Multan,Driver,50000,Current,5.2
USER_5587,11544.4,3110648.8,0,14,132112.4,2,2,3794.33,ATM,Mobile,Groceries,Mastercard,OTP,2023-04-19 07:43:00,0,UBL,0,39,Male,Peshawar,Freelancer,370000,Current,5.8
USER_9543,47328.4,2821151.2,0,12,117961.2,1,207,3033.96,POS,Tablet,Travel,Mastercard,OTP,2023-07-25 16:50:00,1,MCB,0,49,Female,Sialkot,Retired,87000,Current,7.2
USER_2223,30713.2,26454573.6,0,11,119980.0,3,24,2360.22,Bank_Transfer,Tablet,Clothing,Discover,Biometric,2023-05-30 12:55:00,1,Meezan,0,40,Female,Quetta,Housewife,15000,Current,6.9
USER_4022,3063.2,10850739.2,0,13,100688.0,1,101,931.93,E_Commerce,Mobile,Travel,Mastercard,PIN,2023-01-21 21:29:00,0,UBL,0,62,Female,Islamabad,Shopkeeper,194000,Savings,12.9
USER_6047,27375.6,20006834.4,0,12,50282.4,4,132,174.21,E_Commerce,Desktop,Restaurants,Mastercard,Biometric,2023-05-31 00:12:00,1,MCB,0,64,Female,Lahore,Government Employee,135000,Savings,2.3
USER_8366,6818.0,13098615.6,0,10,115248.0,4,46,1837.52,Bank_Transfer,Tablet,Clothing,Amex,PIN,2023-12-02 04:33:00,1,MCB,0,36,Female,Peshawar,Business Owner,927000,Current,5.9
USER_2972,8638.0,1831883.2,0,14,107954.0,3,21,521.95,ATM,Tablet,Groceries,Visa,Password,2023-10-27 03:11:00,0,HBL,1,55,Male,Rawalpindi,Shopkeeper,117000,Salary,4.5
USER_1970,33398.4,19836745.6,0,9,115304.0,2,10,676.64,Bank_Transfer,Desktop,Clothing,Amex,Biometric,2023-09-09 23:40:00,1,HBL,0,48,Female,Sialkot,Driver,35000,Salary,11.1
USER_8230,41160.0,3146872.4,0,10,65923.2,4,135,3698.6,ATM,Mobile,Clothing,Discover,PIN,2023-09-19 08:49:00,0,Allied Bank,0,61,Female,Karachi,Government Employee,162000,Current,9.0
USER_8736,36103.2,24778874.4,0,8,37895.2,1,76,4687.49,Bank_Transfer,Mobile,Clothing,Mastercard,PIN,2023-07-24 14:10:00,0,MCB,0,67,Female,Multan,Teacher,100000,Salary,2.7
USER_1003,25855.2,19447248.8,0,11,72531.2,4,100,928.67,E_Commerce,Desktop,Clothing,Amex,Biometric,2023-04-14 11:13:00,0,UBL,1,32,Female,Sialkot,Teacher,113000,Savings,11.5
USER_4234,85002.4,1339581.6,0,14,51220.4,1,145,819.76,E_Commerce,Tablet,Restaurants,Visa,Biometric,2023-10-27 17:07:00,0,MCB,1,59,Female,Karachi,Student,17000,Savings,1.4
USER_1209,43954.4,21501746.0,1,7,131339.6,1,82,2034.62,E_Commerce,Mobile,Restaurants,Mastercard,Biometric,2023-12-31 06:59:00,0,HBL,0,36,Female,Hyderabad,Engineer,298000,Salary,1.3
USER_7064,8766.8,9933803.6,0,6,43136.8,0,236,2443.7,POS,Mobile,Electronics,Discover,Password,2023-12-09 19:54:00,0,HBL,0,46,Male,Hyderabad,Engineer,264000,Current,4.6
USER_4665,113542.8,21981836.8,0,4,8232.0,4,21,4059.11,Bank_Transfer,Mobile,Electronics,Amex,Biometric,2023-03-16 21:08:00,0,MCB,0,34,Female,Quetta,Business Owner,639000,Salary,12.4
USER_2230,15293.6,5532240.0,0,5,49576.8,2,157,211.53,ATM,Desktop,Electronics,Amex,OTP,2023-09-03 21:02:00,0,Allied Bank,0,20,Male,Quetta,Teacher,112000,Savings,5.3
USER_9062,2324.0,23383351.6,0,3,21786.8,1,117,3055.49,POS,Tablet,Restaurants,Amex,PIN,2023-09-26 20:38:00,1,MCB,0,54,Female,Multan,Salaried Employee,83000,Savings,5.5
USER_5290,1223.6,26785967.6,0,9,39463.2,3,159,522.76,E_Commerce,Desktop,Clothing,Amex,Password,2023-01-22 00:57:00,1,MCB,0,56,Male,Hyderabad,Retired,48000,Current,14.3
USER_3811,380.8,6383050.8,0,7,120906.8,0,55,55.57,ATM,Mobile,Travel,Visa,Password,2023-08-22 11:52:00,0,UBL,0,44,Male,Multan,Government Employee,61000,Salary,11.6
USER_4105,40720.4,20030018.4,0,13,16142.0,0,224,414.05,E_Commerce,Mobile,Restaurants,Discover,OTP,2023-04-09 13:35:00,0,HBL,0,67,Male,Sialkot,Government Employee,140000,Current,12.6
USER_4002,11673.2,13359379.6,0,12,129158.4,1,101,1037.76,POS,Mobile,Restaurants,Visa,OTP,2023-03-20 09:10:00,1,UBL,0,63,Male,Lahore,Driver,33000,Savings,12.8
USER_9298,17248.0,4107017.6,0,2,8576.4,0,107,3666.01,E_Commerce,Mobile,Groceries,Discover,PIN,2023-05-25 10:58:00,0,Allied Bank,0,28,Male,Quetta,Freelancer,193000,Salary,10.9
USER_1297,19059.6,24713360.0,0,6,49008.4,1,5,4334.26,E_Commerce,Mobile,Clothing,Visa,PIN,2023-05-19 17:53:00,0,Meezan,0,18,Male,Hyderabad,Driver,59000,Current,7.4
USER_2012,37693.6,15570590.0,0,10,67071.2,0,91,4857.11,E_Commerce,Mobile,Electronics,Mastercard,Password,2023-06-27 21:56:00,0,Allied Bank,1,61,Female,Islamabad,Student,32000,Current,10.2
USER_7867,3522.4,18386830.0,0,1,61437.6,0,1,1205.19,POS,Mobile,Restaurants,Visa,Password,2023-08-07 08:17:00,1,UBL,0,67,Male,Peshawar,Driver,39000,Salary,1.8
USER_5380,13347.6,6292507.2,0,12,26334.0,0,93,1388.54,Bank_Transfer,Desktop,Travel,Amex,Password,2023-02-27 20:02:00,0,UBL,0,68,Female,Lahore,Engineer,185000,Salary,0.8
USER_6765,63982.8,11455164.0,0,8,99825.6,3,122,2068.85,Bank_Transfer,Desktop,Travel,Discover,Biometric,2023-09-26 00:12:00,0,HBL,0,61,Female,Peshawar,Doctor,426000,Savings,14.9
USER_3453,96437.6,7340662.0,0,2,52234.0,4,24,1612.08,E_Commerce,Mobile,Groceries,Visa,OTP,2023-04-07 03:57:00,0,MCB,0,20,Male,Lahore,Retired,47000,Current,11.8
USER_6940,9027.2,27324567.2,0,10,23772.0,0,219,4872.74,Bank_Transfer,Tablet,Electronics,Mastercard,PIN,2023-12-13 16:01:00,0,UBL,0,44,Male,Islamabad,Driver,32000,Savings,13.7
USER_7090,75894.0,19726635.6,0,1,50797.6,4,75,1674.65,Bank_Transfer,Desktop,Electronics,Visa,Password,2023-03-29 06:28:00,0,Allied Bank,0,18,Female,Rawalpindi,Freelancer,89000,Salary,5.9
USER_4229,8248.8,5766734.4,0,7,133686.0,0,208,328.54,POS,Desktop,Electronics,Visa,OTP,2023-04-16 15:59:00,0,MCB,0,22,Female,Sialkot,Doctor,481000,Savings,14.9
USER_5576,540.4,24581995.2,0,2,103952.8,1,72,4744.85,Bank_Transfer,Mobile,Clothing,Discover,Biometric,2023-09-01 04:03:00,0,MCB,0,33,Female,Sialkot,Freelancer,136000,Current,2.0
USER_6997,10855.6,26478981.2,0,4,43167.6,0,205,3729.78,POS,Mobile,Electronics,Discover,Password,2023-09-03 16:26:00,0,HBL,0,59,Female,Sialkot,Doctor,422000,Current,10.7
USER_8915,101365.6,17671654.0,0,4,97448.4,1,165,1988.14,E_Commerce,Desktop,Clothing,Discover,Biometric,2023-08-23 04:07:00,0,Meezan,0,64,Male,Multan,Government Employee,91000,Savings,0.7
USER_5582,52259.2,12669465.2,0,1,69468.0,2,226,585.47,POS,Mobile,Electronics,Discover,Biometric,2023-07-25 11:20:00,1,Meezan,1,55,Female,Faisalabad,Engineer,241000,Salary,13.6
USER_9572,3934.0,21921452.0,0,4,131916.4,3,84,416.96,POS,Desktop,Travel,Mastercard,Password,2023-08-15 23:31:00,0,MCB,0,33,Male,Quetta,Freelancer,343000,Salary,10.8
USER_8323,125697.6,2567297.6,0,13,108948.0,2,189,4104.6,ATM,Desktop,Restaurants,Amex,PIN,2023-11-29 19:18:00,0,Meezan,1,36,Male,Faisalabad,Teacher,86000,Savings,3.0
USER_7190,26504.8,1175078.8,0,13,40908.0,4,220,1559.16,Bank_Transfer,Desktop,Clothing,Amex,OTP,2023-03-10 06:38:00,1,Meezan,0,34,Female,Multan,Housewife,15000,Savings,8.5
USER_1340,1100.4,11933647.6,0,4,96524.4,1,20,198.44,ATM,Tablet,Electronics,Amex,Biometric,2023-04-18 19:42:00,0,MCB,1,32,Male,Karachi,Teacher,96000,Salary,8.9
USER_1645,39457.6,5878255.6,0,9,4418.4,2,83,3833.91,E_Commerce,Mobile,Clothing,Visa,Password,2023-04-11 08:03:00,0,UBL,0,50,Male,Peshawar,Salaried Employee,100000,Savings,8.0
USER_4468,4491.2,15261934.8,0,4,79833.6,0,197,4511.52,ATM,Tablet,Travel,Visa,Password,2023-03-05 16:36:00,1,Meezan,0,30,Female,Karachi,Freelancer,108000,Salary,12.0
USER_4781,53457.6,7550054.4,0,4,107758.0,4,222,1446.07,POS,Tablet,Clothing,Visa,Biometric,2023-11-30 00:25:00,1,HBL,1,27,Female,Islamabad,Government Employee,100000,Salary,0.6
USER_2635,77994.0,18437095.6,0,11,8425.2,3,183,954.83,E_Commerce,Desktop,Clothing,Discover,Biometric,2023-02-24 17:13:00,0,Meezan,0,49,Female,Multan,Government Employee,161000,Salary,12.0
USER_6310,17351.6,24443868.4,0,3,110740.0,0,68,426.4,E_Commerce,Tablet,Clothing,Amex,PIN,2023-01-21 10:26:00,1,Allied Bank,0,32,Female,Hyderabad,Shopkeeper,82000,Savings,14.7
USER_5570,16338.0,11379460.4,0,3,9856.0,2,163,4339.35,ATM,Desktop,Travel,Visa,Password,2023-02-19 11:54:00,0,HBL,0,67,Male,Lahore,Doctor,200000,Salary,8.8
USER_4178,12062.4,1377502.0,0,3,74575.2,0,223,3202.56,Bank_Transfer,Tablet,Groceries,Mastercard,PIN,2023-11-21 13:53:00,0,UBL,0,64,Male,Hyderabad,Freelancer,398000,Savings,12.6
USER_4947,2416.4,6081544.0,0,6,71400.0,4,2,2919.42,E_Commerce,Mobile,Restaurants,Discover,Biometric,2023-01-11 06:29:00,0,UBL,0,38,Male,Multan,Retired,34000,Salary,3.0
USER_8980,10533.6,5442836.0,0,1,28084.0,0,116,304.33,ATM,Tablet,Restaurants,Discover,Biometric,2023-05-27 08:01:00,1,HBL,0,62,Female,Faisalabad,Student,27000,Current,5.0
USER_2706,18897.2,21395332.0,0,9,25348.4,3,10,981.06,ATM,Desktop,Restaurants,Mastercard,Password,2023-10-18 06:11:00,0,Allied Bank,1,47,Female,Multan,Shopkeeper,126000,Salary,11.0
USER_3672,89149.2,22467499.6,0,5,106976.8,0,131,4233.15,POS,Mobile,Groceries,Mastercard,PIN,2023-10-21 08:32:00,1,Allied Bank,1,38,Male,Rawalpindi,Retired,68000,Current,0.9
USER_6400,41960.8,7438071.2,0,1,91053.2,3,211,1896.69,E_Commerce,Tablet,Restaurants,Visa,OTP,2023-11-10 04:07:00,1,UBL,0,66,Female,Karachi,Driver,53000,Current,13.6
USER_2103,254.8,18407575.2,0,9,41316.8,0,41,509.28,Bank_Transfer,Tablet,Restaurants,Visa,Password,2023-03-22 07:26:00,0,MCB,0,37,Male,Quetta,Doctor,355000,Salary,1.2
USER_3387,2802.8,18261997.6,0,4,60149.6,1,194,2637.98,Bank_Transfer,Mobile,Restaurants,Amex,Password,2023-12-01 12:38:00,0,UBL,0,53,Male,Karachi,Retired,43000,Salary,8.8
USER_6487,15719.2,2141756.4,0,6,82370.4,3,21,908.47,E_Commerce,Mobile,Clothing,Mastercard,Password,2023-04-06 03:39:00,1,UBL,0,43,Female,Sialkot,Housewife,15000,Savings,10.9
USER_3437,29537.2,2904143.2,0,11,133607.6,0,92,643.44,POS,Desktop,Restaurants,Discover,Biometric,2023-12-30 22:47:00,0,UBL,1,52,Male,Sialkot,Government Employee,92000,Salary,1.8
USER_8811,8705.2,22427025.6,0,13,50380.4,0,3,3416.95,POS,Mobile,Travel,Visa,PIN,2023-11-13 02:09:00,0,MCB,0,63,Female,Hyderabad,Salaried Employee,115000,Current,9.4
USER_4816,5356.4,7208950.0,0,4,86170.0,4,107,2808.53,Bank_Transfer,Tablet,Restaurants,Amex,OTP,2023-07-24 21:08:00,0,MCB,1,40,Female,Hyderabad,Freelancer,179000,Savings,14.6
USER_7171,3634.4,7773981.6,0,5,19997.6,0,145,4253.49,E_Commerce,Desktop,Restaurants,Visa,Password,2023-04-08 16:23:00,1,MCB,0,59,Female,Peshawar,Teacher,94000,Current,13.4
USER_9034,25877.6,9925602.4,0,2,21187.6,1,87,470.48,E_Commerce,Tablet,Groceries,Visa,OTP,2023-08-10 05:27:00,0,HBL,1,56,Male,Islamabad,Government Employee,80000,Salary,5.6
USER_2631,46561.2,27892320.4,0,9,79892.4,2,194,3639.17,POS,Mobile,Restaurants,Visa,Password,2023-08-15 11:06:00,0,MCB,0,37,Female,Lahore,Driver,46000,Current,14.5
USER_1622,921.2,659682.8,0,5,107097.2,4,115,4039.98,ATM,Mobile,Restaurants,Amex,PIN,2023-09-27 11:04:00,0,Allied Bank,0,53,Male,Lahore,Student,10000,Salary,9.2
USER_7745,47504.8,12681698.4,0,14,50918.0,2,43,1521.06,E_Commerce,Mobile,Groceries,Discover,Biometric,2023-11-11 06:16:00,0,Meezan,1,50,Female,Sialkot,Salaried Employee,123000,Current,3.9
USER_5677,7999.6,8482530.0,0,8,64145.2,3,104,4965.78,ATM,Tablet,Groceries,Amex,Password,2023-02-28 18:31:00,0,Allied Bank,0,59,Female,Sialkot,Business Owner,700000,Current,14.1
USER_5148,45984.4,14014425.6,0,8,122080.0,1,90,1710.04,ATM,Tablet,Restaurants,Mastercard,Password,2023-05-29 10:08:00,0,Allied Bank,0,66,Male,Rawalpindi,Business Owner,366000,Savings,9.0
USER_8732,63394.8,26114838.4,0,13,24592.4,0,178,1764.16,ATM,Desktop,Travel,Visa,PIN,2023-01-03 05:09:00,1,UBL,0,19,Male,Islamabad,Driver,33000,Current,3.9
USER_1741,135105.6,18924264.8,0,1,133658.0,4,37,4021.75,Bank_Transfer,Desktop,Restaurants,Amex,PIN,2023-10-21 23:56:00,1,HBL,0,60,Female,Rawalpindi,Business Owner,866000,Current,11.6
USER_3716,59665.2,2287717.6,0,4,81079.6,0,35,4923.33,Bank_Transfer,Tablet,Clothing,Visa,PIN,2023-12-15 23:29:00,1,Allied Bank,0,35,Male,Multan,Government Employee,175000,Current,0.7
USER_7221,78654.8,2154933.2,0,10,102376.4,2,55,835.94,POS,Mobile,Electronics,Discover,OTP,2023-08-14 10:53:00,0,Meezan,0,59,Female,Lahore,Housewife,5000,Current,14.7
USER_1179,4076.8,12805914.8,1,7,129844.4,1,135,3264.68,ATM,Mobile,Electronics,Mastercard,Biometric,2023-11-18 13:55:00,0,MCB,0,65,Female,Islamabad,Business Owner,213000,Salary,14.4
USER_1755,20862.8,6116297.6,0,11,41969.2,4,224,1883.33,ATM,Mobile,Electronics,Amex,PIN,2023-01-10 23:08:00,1,UBL,0,46,Female,Karachi,Retired,35000,Current,9.1
USER_3529,24570.0,20457155.6,0,3,106856.4,1,137,4841.33,E_Commerce,Mobile,Clothing,Mastercard,Password,2023-09-02 01:51:00,0,HBL,0,54,Male,Karachi,Driver,34000,Savings,4.6
USER_2308,27454.0,7038312.4,0,11,52430.0,0,40,2212.43,ATM,Tablet,Groceries,Visa,PIN,2023-03-23 08:02:00,1,MCB,0,34,Male,Sialkot,Freelancer,155000,Savings,2.2
USER_9070,27314.0,6873862.8,0,11,47910.8,4,105,270.37,ATM,Desktop,Restaurants,Visa,PIN,2023-11-23 14:37:00,0,UBL,1,32,Male,Faisalabad,Engineer,176000,Salary,14.0
USER_3662,17701.6,486696.0,0,6,134394.4,4,23,1196.69,POS,Mobile,Travel,Discover,PIN,2023-02-26 05:47:00,0,Meezan,1,46,Male,Islamabad,Business Owner,504000,Savings,6.1
USER_7715,44920.4,1160423.6,0,8,43181.6,2,235,1050.38,ATM,Mobile,Groceries,Visa,PIN,2023-10-16 01:29:00,0,HBL,1,48,Female,Faisalabad,Shopkeeper,225000,Current,6.0
USER_1164,31488.8,8487180.8,0,1,65464.0,3,113,2050.61,ATM,Mobile,Clothing,Discover,OTP,2023-01-30 19:30:00,0,UBL,1,23,Male,Sialkot,Student,12000,Current,4.0
USER_6620,2970.8,17951155.6,0,5,138586.0,1,192,1043.51,Bank_Transfer,Mobile,Electronics,Discover,Biometric,2023-05-18 04:58:00,0,Meezan,1,57,Female,Quetta,Teacher,71000,Savings,14.0
USER_3945,32852.4,21594918.8,0,14,12034.4,0,231,683.11,Bank_Transfer,Tablet,Travel,Mastercard,OTP,2023-07-09 18:14:00,0,UBL,1,20,Male,Karachi,Student,20000,Current,8.7
USER_5488,56.0,13269370.8,0,12,134369.2,3,99,3677.46,E_Commerce,Desktop,Travel,Amex,Password,2023-05-03 05:38:00,1,HBL,0,60,Male,Sialkot,Salaried Employee,133000,Salary,12.3
USER_3694,25785.2,21328456.8,0,10,33320.0,3,143,3069.87,Bank_Transfer,Tablet,Groceries,Visa,OTP,2023-05-16 11:02:00,0,Meezan,0,39,Female,Rawalpindi,Student,10000,Salary,14.0
USER_3858,6650.0,18033114.4,0,10,99671.6,4,205,3198.76,ATM,Desktop,Restaurants,Amex,OTP,2023-06-23 18:28:00,0,HBL,1,64,Female,Multan,Shopkeeper,182000,Salary,8.7
USER_1282,24827.6,11816557.2,0,2,15722.0,1,108,3955.52,Bank_Transfer,Tablet,Restaurants,Discover,Password,2023-04-30 11:42:00,0,Meezan,1,55,Female,Karachi,Freelancer,319000,Current,14.5
USER_6003,29013.6,13189881.6,0,8,29313.2,1,103,3864.09,E_Commerce,Mobile,Travel,Visa,OTP,2023-03-17 03:29:00,1,Allied Bank,0,23,Female,Sialkot,Housewife,15000,Current,8.1
USER_5914,15638.0,22609406.4,0,11,29064.0,4,46,580.66,E_Commerce,Tablet,Electronics,Amex,Password,2023-07-22 22:51:00,0,Allied Bank,0,27,Female,Faisalabad,Business Owner,157000,Current,6.3
USER_1067,13445.6,13667959.2,0,1,70655.2,0,60,2148.37,POS,Desktop,Clothing,Mastercard,Biometric,2023-12-18 16:50:00,0,Meezan,1,36,Female,Lahore,Government Employee,148000,Current,3.8
USER_6484,24166.8,2155524.0,0,2,108547.6,4,169,3097.82,POS,Desktop,Electronics,Mastercard,Biometric,2023-12-16 08:08:00,0,MCB,1,62,Male,Islamabad,Shopkeeper,171000,Salary,4.0
USER_1552,48386.8,6628160.0,0,4,58788.8,3,138,2617.08,POS,Tablet,Restaurants,Visa,Password,2023-09-10 10:22:00,1,UBL,1,68,Male,Hyderabad,Driver,38000,Salary,9.5
USER_1180,17018.4,25765882.8,0,6,12384.4,1,174,1575.5,E_Commerce,Tablet,Electronics,Amex,Password,2023-04-06 04:54:00,0,MCB,1,39,Male,Hyderabad,Engineer,294000,Current,13.1
USER_7797,9937.2,15254761.2,0,6,128898.0,1,159,2894.67,ATM,Tablet,Travel,Visa,Password,2023-11-10 01:51:00,1,Allied Bank,0,48,Female,Quetta,Doctor,311000,Salary,2.7
USER_7701,15164.8,17474940.0,0,7,136329.2,2,167,257.9,ATM,Desktop,Electronics,Visa,OTP,2023-10-24 21:32:00,0,Meezan,1,53,Male,Karachi,Salaried Employee,72000,Current,10.9
