User_ID,Age,Gender,City,Profession,Monthly_Income_PKR,Account_Type,Account_Age_Years
USER_3168,21,Female,Multan,Housewife,15000,Current,12.4
USER_3169,28,Female,Multan,Retired,49000,Current,11.2
USER_3170,44,Male,Sialkot,Doctor,395000,Current,14.8
USER_3171,27,Female,Quetta,Doctor,389000,Current,1.8
USER_3172,26,Female,Multan,Driver,45000,Current,11.4
USER_3173,28,Male,Multan,Business Owner,805000,Savings,9.2
USER_3174,58,Male,Sialkot,Salaried Employee,97000,Salary,6.2
USER_3175,25,Female,Quetta,Housewife,0,Current,14.1
USER_3176,28,Male,Multan,Shopkeeper,111000,Current,11.1
USER_3177,53,Female,Quetta,Driver,57000,Current,3.7
USER_3178,65,Female,Lahore,Government Employee,144000,Salary,7.1
USER_3179,66,Male,Karachi,Business Owner,989000,Savings,7.7
USER_3180,62,Female,Rawalpindi,Doctor,359000,Savings,8.4
USER_3181,70,Male,Karachi,Student,11000,Current,2.3
USER_3182,70,Male,Lahore,Teacher,90000,Savings,6.6
USER_3183,60,Female,Karachi,Retired,69000,Current,6.1
USER_3184,37,Female,Sialkot,Freelancer,321000,Salary,9.4
USER_3185,61,Female,Karachi,Shopkeeper,164000,Current,1
USER_3186,48,Female,Quetta,Housewife,20000,Salary,9
USER_3187,61,Female,Karachi,Doctor,220000,Current,11.5
USER_3188,48,Female,Quetta,Housewife,0,Savings,11
USER_3189,58,Male,Peshawar,Doctor,593000,Current,4
USER_3190,20,Female,Faisalabad,Business Owner,965000,Salary,12.9
USER_3191,57,Female,Lahore,Student,32000,Savings,9.1
USER_3192,67,Male,Quetta,Shopkeeper,98000,Salary,3.1
USER_3193,62,Female,Quetta,Driver,54000,Savings,4.2
USER_3194,62,Female,Islamabad,Shopkeeper,157000,Savings,1.1
USER_3195,39,Female,Lahore,Driver,35000,Savings,3.4
USER_3196,33,Male,Hyderabad,Retired,53000,Current,1.1
USER_3197,32,Female,Sialkot,Shopkeeper,140000,Salary,6.9
USER_3198,25,Male,Islamabad,Salaried Employee,87000,Salary,14.7
USER_3199,54,Male,Peshawar,Shopkeeper,176000,Salary,6.7
USER_3200,51,Female,Quetta,Housewife,20000,Current,1
USER_3201,53,Female,Lahore,Housewife,0,Current,13.2
USER_3202,40,Female,Hyderabad,Business Owner,405000,Savings,2.3
USER_3203,23,Male,Rawalpindi,Shopkeeper,223000,Current,8.6
USER_3204,22,Male,Sialkot,Doctor,261000,Salary,1.1
USER_3205,27,Female,Islamabad,Retired,81000,Savings,5.9
USER_3206,68,Male,Lahore,Business Owner,848000,Current,9
USER_3207,37,Male,Multan,Government Employee,173000,Current,12.1
USER_3208,60,Female,Peshawar,Shopkeeper,136000,Savings,3
USER_3209,58,Male,Islamabad,Driver,34000,Salary,2.6
USER_3210,48,Male,Sialkot,Salaried Employee,102000,Salary,11.4
USER_3211,41,Male,Faisalabad,Doctor,231000,Current,1.1
USER_3212,67,Female,Karachi,Government Employee,148000,Salary,14
USER_3213,46,Male,Islamabad,Shopkeeper,241000,Salary,13.4
USER_3214,66,Male,Rawalpindi,Freelancer,343000,Current,7.7
USER_3215,45,Female,Hyderabad,Housewife,0,Salary,13.4
USER_3216,67,Male,Multan,Teacher,86000,Current,7.2
USER_3217,37,Female,Faisalabad,Shopkeeper,214000,Current,6.1
USER_3218,55,Male,Peshawar,Engineer,144000,Salary,7.6
USER_3219,52,Male,Faisalabad,Driver,39000,Current,13.2
USER_3220,50,Male,Multan,Engineer,183000,Salary,3.3
USER_3221,30,Female,Quetta,Driver,43000,Current,4.3
USER_3222,60,Male,Sialkot,Salaried Employee,109000,Savings,10.5
USER_3223,63,Female,Rawalpindi,Shopkeeper,233000,Salary,3
USER_3224,64,Female,Rawalpindi,Government Employee,138000,Salary,12.5
USER_3225,59,Female,Multan,Government Employee,111000,Current,10.9
USER_3226,47,Female,Islamabad,Teacher,100000,Savings,4.2
USER_3227,70,Female,Karachi,Housewife,5000,Current,14
USER_3228,53,Female,Quetta,Freelancer,290000,Savings,4.4
USER_3229,58,Female,Sialkot,Housewife,25000,Current,6.1
USER_3230,26,Male,Lahore,Engineer,134000,Savings,12.8
USER_3231,24,Female,Islamabad,Housewife,20000,Savings,1.1
USER_3232,54,Female,Karachi,Housewife,15000,Salary,10.9
USER_3233,45,Male,Rawalpindi,Government Employee,141000,Salary,8.8
USER_3234,53,Female,Rawalpindi,Salaried Employee,73000,Salary,9
USER_3235,28,Female,Rawalpindi,Business Owner,796000,Savings,14.3
USER_3236,54,Female,Peshawar,Housewife,0,Savings,12.8
USER_3237,33,Female,Sialkot,Salaried Employee,93000,Savings,4.6
USER_3238,33,Female,Hyderabad,Freelancer,384000,Current,7
USER_3239,24,Male,Hyderabad,Retired,88000,Current,2.7
USER_3240,57,Female,Karachi,Business Owner,952000,Current,3.5
USER_3241,49,Female,Quetta,Engineer,204000,Savings,7.7
USER_3242,42,Female,Sialkot,Government Employee,109000,Savings,10.7
USER_3243,62,Female,Islamabad,Doctor,309000,Savings,5.1
USER_3244,35,Male,Faisalabad,Government Employee,110000,Salary,13.2
USER_3245,61,Male,Lahore,Shopkeeper,86000,Current,8.8
USER_3246,42,Male,Peshawar,Doctor,580000,Current,13.7
USER_3247,45,Female,Multan,Government Employee,95000,Current,13.7
USER_3248,48,Male,Islamabad,Government Employee,172000,Salary,9.9
USER_3249,51,Male,Karachi,Doctor,391000,Savings,11.5
USER_3250,63,Male,Lahore,Freelancer,360000,Savings,4.1
USER_3251,34,Female,Islamabad,Teacher,69000,Current,4.5
USER_3252,32,Female,Faisalabad,Salaried Employee,138000,Savings,3.9
USER_3253,57,Male,Sialkot,Driver,56000,Salary,3.1
USER_3254,48,Female,Islamabad,Government Employee,62000,Savings,9.2
USER_3255,22,Male,Faisalabad,Salaried Employee,140000,Savings,11.8
USER_3256,66,Female,Islamabad,Salaried Employee,140000,Savings,4.1
USER_3257,38,Male,Faisalabad,Business Owner,172000,Salary,7.8
USER_3258,43,Male,Islamabad,Student,25000,Savings,12.8
USER_3259,56,Female,Sialkot,Teacher,90000,Savings,7.1
USER_3260,25,Male,Islamabad,Driver,50000,Savings,1.5
USER_3261,26,Male,Faisalabad,Shopkeeper,219000,Current,10.3
USER_3262,53,Female,Quetta,Shopkeeper,250000,Salary,5.6
USER_3263,54,Female,Faisalabad,Business Owner,577000,Savings,7.8
USER_3264,26,Female,Rawalpindi,Housewife,15000,Current,2.2
USER_3265,42,Female,Faisalabad,Engineer,126000,Current,7.6
USER_3266,31,Female,Islamabad,Shopkeeper,235000,Salary,2.5
USER_3267,43,Male,Islamabad,Student,40000,Savings,13.6
USER_3268,49,Female,Peshawar,Retired,91000,Current,13.3
USER_3269,26,Female,Karachi,Government Employee,79000,Salary,13.9
USER_3270,41,Male,Multan,Shopkeeper,181000,Salary,13.1
USER_3271,56,Female,Multan,Business Owner,728000,Current,1.1
USER_3272,22,Female,Multan,Government Employee,101000,Salary,2.9
USER_3273,27,Female,Karachi,Student,27000,Savings,9.6
USER_3274,19,Female,Hyderabad,Engineer,281000,Current,5.5
USER_3275,36,Female,Karachi,Business Owner,764000,Savings,13.3
USER_3276,45,Male,Quetta,Retired,96000,Savings,15
USER_3277,70,Female,Multan,Driver,53000,Current,11.1
USER_3278,35,Male,Islamabad,Government Employee,72000,Salary,6.1
USER_3279,32,Male,Karachi,Teacher,61000,Savings,3.3
USER_3280,30,Female,Islamabad,Doctor,487000,Salary,4.2
USER_3281,18,Male,Islamabad,Student,19000,Salary,7.5
USER_3282,32,Female,Islamabad,Driver,46000,Savings,1.7
USER_3283,69,Female,Sialkot,Retired,79000,Current,14.4
USER_3284,54,Female,Multan,Business Owner,313000,Salary,10.4
USER_3285,55,Female,Sialkot,Government Employee,90000,Savings,6.8
USER_3286,39,Female,Peshawar,Retired,83000,Savings,14.3
USER_3287,69,Female,Lahore,Salaried Employee,143000,Savings,12.7
USER_3288,33,Female,Islamabad,Housewife,15000,Current,11.3
USER_3289,54,Female,Faisalabad,Housewife,5000,Savings,9.5
USER_3290,22,Female,Karachi,Doctor,413000,Current,2.7
USER_3291,19,Female,Multan,Housewife,10000,Savings,7.6
USER_3292,43,Male,Hyderabad,Doctor,323000,Current,4
USER_3293,39,Male,Sialkot,Engineer,276000,Current,12.9
USER_3294,23,Male,Karachi,Salaried Employee,141000,Current,7.6
USER_3295,68,Male,Karachi,Student,25000,Savings,1
USER_3296,41,Female,Sialkot,Housewife,0,Savings,13.4
USER_3297,24,Female,Sialkot,Housewife,0,Salary,0.5
USER_3298,68,Male,Hyderabad,Shopkeeper,108000,Current,9.1
USER_3299,51,Male,Sialkot,Teacher,69000,Savings,7.2
USER_3300,28,Male,Peshawar,Freelancer,187000,Salary,4.6
USER_3301,39,Male,Peshawar,Shopkeeper,174000,Salary,4.9
USER_3302,63,Female,Hyderabad,Government Employee,164000,Current,10.2
USER_3303,33,Female,Islamabad,Retired,50000,Savings,1.7
USER_3304,25,Male,Lahore,Shopkeeper,113000,Savings,11
USER_3305,67,Female,Multan,Freelancer,195000,Salary,7.5
USER_3306,25,Female,Rawalpindi,Shopkeeper,89000,Current,2.8
USER_3307,40,Male,Karachi,Student,38000,Current,6.1
USER_3308,47,Female,Multan,Shopkeeper,115000,Current,11.3
USER_3309,45,Female,Sialkot,Retired,54000,Savings,13.1
USER_3310,34,Female,Lahore,Shopkeeper,168000,Savings,1.1
USER_3311,33,Female,Faisalabad,Government Employee,154000,Savings,6.6
USER_3312,58,Female,Multan,Freelancer,266000,Current,0.5
USER_3313,67,Male,Rawalpindi,Salaried Employee,114000,Salary,10.1
USER_3314,65,Female,Quetta,Doctor,477000,Salary,9.4
USER_3315,30,Female,Karachi,Shopkeeper,235000,Salary,4.7
USER_3316,20,Female,Multan,Student,23000,Salary,9.6
USER_3317,48,Female,Peshawar,Freelancer,370000,Savings,13.9
USER_3318,32,Female,Faisalabad,Teacher,118000,Salary,12.9
USER_3319,60,Female,Hyderabad,Teacher,60000,Salary,3.8
USER_3320,70,Female,Rawalpindi,Doctor,201000,Current,1.2
USER_3321,69,Female,Quetta,Business Owner,587000,Savings,7.8
USER_3322,68,Female,Sialkot,Driver,32000,Current,14.8
USER_3323,52,Female,Lahore,Government Employee,111000,Salary,11
USER_3324,52,Male,Karachi,Driver,44000,Savings,5.3
USER_3325,48,Male,Lahore,Salaried Employee,104000,Savings,10
USER_3326,34,Female,Islamabad,Doctor,307000,Salary,2.9
USER_3327,66,Female,Faisalabad,Business Owner,875000,Salary,9.8
USER_3328,27,Male,Karachi,Government Employee,69000,Current,14.5
USER_3329,66,Female,Multan,Housewife,25000,Salary,2.3
USER_3330,57,Female,Lahore,Engineer,144000,Current,3.1
USER_3331,52,Female,Karachi,Freelancer,115000,Savings,2.9
USER_3332,28,Male,Peshawar,Driver,42000,Savings,5.4
USER_3333,68,Female,Lahore,Business Owner,964000,Current,3.6
USER_3334,57,Female,Sialkot,Retired,39000,Salary,3.8
USER_3335,67,Female,Quetta,Shopkeeper,182000,Current,9.8
USER_3336,20,Male,Peshawar,Government Employee,60000,Salary,5.7
USER_3337,41,Female,Hyderabad,Retired,31000,Current,13
USER_3338,26,Male,Sialkot,Business Owner,739000,Savings,9.1
USER_3339,49,Female,Lahore,Freelancer,87000,Salary,5.1
USER_3340,52,Female,Faisalabad,Student,38000,Savings,1.3
USER_3341,60,Male,Faisalabad,Doctor,280000,Current,5.4
USER_3342,22,Female,Lahore,Shopkeeper,161000,Salary,4.8
USER_3343,19,Female,Multan,Salaried Employee,82000,Savings,14
USER_3344,56,Female,Multan,Housewife,0,Current,11.6
USER_3345,25,Male,Sialkot,Government Employee,136000,Savings,3.9
USER_3346,37,Male,Quetta,Freelancer,356000,Current,13.6
USER_3347,37,Male,Hyderabad,Student,20000,Current,1.8
USER_3348,35,Female,Islamabad,Housewife,0,Salary,0.6
USER_3349,20,Female,Multan,Doctor,484000,Savings,4.3
USER_3350,53,Male,Lahore,Engineer,164000,Savings,9.9
USER_3351,62,Male,Karachi,Shopkeeper,137000,Salary,10.8
USER_3352,65,Male,Hyderabad,Student,32000,Salary,13.2
USER_3353,68,Male,Peshawar,Business Owner,399000,Savings,6.7
USER_3354,60,Female,Rawalpindi,Business Owner,457000,Current,2.5
USER_3355,44,Female,Faisalabad,Government Employee,141000,Savings,10.8
USER_3356,59,Female,Karachi,Housewife,20000,Salary,3.3
USER_3357,62,Male,Sialkot,Salaried Employee,146000,Savings,14.5
USER_3358,26,Male,Rawalpindi,Government Employee,158000,Savings,11.1
USER_3359,43,Male,Rawalpindi,Teacher,67000,Salary,0.5
USER_3360,63,Male,Karachi,Doctor,256000,Current,3.5
USER_3361,27,Male,Multan,Engineer,228000,Current,10.1
USER_3362,35,Female,Rawalpindi,Driver,35000,Savings,6.1
USER_3363,60,Male,Peshawar,Shopkeeper,152000,Current,1.2
USER_3364,45,Female,Islamabad,Student,36000,Savings,11.4
USER_3365,36,Female,Hyderabad,Housewife,10000,Savings,4.6
USER_3366,45,Male,Peshawar,Business Owner,218000,Salary,7.1
USER_3367,59,Male,Peshawar,Government Employee,150000,Current,12.7
USER_3368,35,Male,Peshawar,Government Employee,117000,Savings,0.7
USER_3369,59,Female,Hyderabad,Government Employee,132000,Salary,9.8
USER_3370,25,Female,Multan,Business Owner,417000,Salary,1.9
USER_3371,51,Female,Hyderabad,Student,12000,Salary,14.4
USER_3372,33,Female,Faisalabad,Government Employee,159000,Salary,14
USER_3373,54,Male,Peshawar,Business Owner,154000,Savings,14.4
USER_3374,67,Female,Sialkot,Engineer,120000,Current,3.3
USER_3375,64,Female,Hyderabad,Teacher,106000,Current,9
USER_3376,43,Female,Lahore,Doctor,447000,Salary,3.3
USER_3377,38,Male,Multan,Engineer,244000,Savings,8.2
USER_3378,32,Female,Quetta,Student,33000,Savings,2
USER_3379,32,Female,Karachi,Government Employee,121000,Current,8.3
USER_3380,22,Male,Quetta,Shopkeeper,116000,Savings,11.2
USER_3381,41,Male,Karachi,Teacher,61000,Salary,6.4
USER_3382,59,Female,Rawalpindi,Housewife,15000,Savings,9.4
USER_3383,69,Female,Sialkot,Business Owner,933000,Salary,14.1
USER_3384,20,Female,Faisalabad,Business Owner,325000,Salary,11.5
USER_3385,18,Female,Rawalpindi,Doctor,373000,Savings,1.8
USER_3386,32,Female,Karachi,Doctor,565000,Current,14.1
USER_3387,53,Male,Karachi,Retired,43000,Salary,8.8
USER_3388,35,Male,Islamabad,Salaried Employee,101000,Salary,1.2
USER_3389,30,Male,Rawalpindi,Salaried Employee,109000,Current,1.4
USER_3390,32,Female,Karachi,Housewife,5000,Current,9.6
USER_3391,61,Female,Islamabad,Retired,38000,Savings,7.4
USER_3392,28,Female,Karachi,Business Owner,334000,Salary,12.7
USER_3393,24,Male,Islamabad,Government Employee,70000,Savings,6.5
USER_3394,32,Male,Faisalabad,Retired,98000,Salary,8.5
USER_3395,51,Female,Peshawar,Salaried Employee,148000,Salary,10.1
USER_3396,46,Female,Islamabad,Freelancer,303000,Current,5.1
USER_3397,31,Male,Rawalpindi,Doctor,355000,Current,11.7
USER_3398,23,Male,Islamabad,Student,18000,Salary,10.7
USER_3399,53,Female,Hyderabad,Driver,49000,Salary,11.2
USER_3400,21,Male,Quetta,Government Employee,165000,Savings,4
USER_3401,50,Male,Rawalpindi,Business Owner,729000,Savings,5.4
USER_3402,23,Female,Faisalabad,Engineer,264000,Savings,12.5
USER_3403,45,Female,Rawalpindi,Salaried Employee,99000,Salary,9.7
USER_3404,27,Female,Lahore,Doctor,578000,Salary,8.4
USER_3405,66,Female,Peshawar,Salaried Employee,106000,Current,0.9
USER_3406,67,Male,Karachi,Retired,34000,Savings,5.2
USER_3407,69,Male,Lahore,Retired,55000,Current,14.3
USER_3408,46,Female,Karachi,Driver,55000,Salary,0.9
USER_3409,40,Female,Hyderabad,Driver,34000,Salary,9.9
USER_3410,34,Male,Lahore,Business Owner,305000,Salary,10.2
USER_3411,48,Female,Peshawar,Business Owner,955000,Savings,2.7
USER_3412,50,Male,Multan,Doctor,446000,Savings,7.9
USER_3413,19,Male,Sialkot,Student,10000,Salary,4.3
USER_3414,42,Female,Multan,Housewife,15000,Salary,8
USER_3415,27,Female,Hyderabad,Freelancer,134000,Savings,6.5
USER_3416,50,Male,Multan,Engineer,293000,Savings,5.8
USER_3417,68,Female,Karachi,Business Owner,899000,Savings,9.6
USER_3418,44,Male,Rawalpindi,Doctor,516000,Salary,8.6
USER_3419,40,Male,Sialkot,Driver,58000,Salary,3.2
USER_3420,21,Female,Karachi,Housewife,20000,Current,12.6
USER_3421,53,Male,Faisalabad,Driver,54000,Current,14.5
USER_3422,29,Female,Peshawar,Government Employee,128000,Savings,6
USER_3423,51,Male,Hyderabad,Teacher,76000,Savings,10.3
USER_3424,62,Female,Sialkot,Driver,40000,Salary,3
USER_3425,59,Female,Hyderabad,Teacher,70000,Savings,4
USER_3426,66,Male,Multan,Retired,99000,Current,3.6
USER_3427,67,Female,Lahore,Shopkeeper,91000,Current,4.7
USER_3428,42,Male,Multan,Engineer,196000,Savings,3.2
USER_3429,64,Female,Multan,Business Owner,866000,Savings,4.8
USER_3430,19,Male,Peshawar,Doctor,361000,Current,12
USER_3431,50,Male,Rawalpindi,Retired,44000,Current,4
USER_3432,50,Male,Faisalabad,Engineer,155000,Current,9.3
USER_3433,21,Female,Karachi,Teacher,105000,Salary,1.3
USER_3434,33,Male,Rawalpindi,Government Employee,160000,Current,3.3
USER_3435,34,Female,Lahore,Doctor,582000,Savings,12.2
USER_3436,23,Male,Sialkot,Shopkeeper,218000,Current,11
USER_3437,52,Male,Sialkot,Government Employee,92000,Salary,1.8
USER_3438,30,Female,Rawalpindi,Salaried Employee,123000,Salary,5.2
USER_3439,20,Female,Karachi,Retired,40000,Savings,13.8
USER_3440,66,Female,Multan,Doctor,250000,Current,14.4
USER_3441,67,Male,Karachi,Salaried Employee,97000,Savings,15
USER_3442,55,Male,Multan,Doctor,259000,Salary,2.4
USER_3443,51,Male,Rawalpindi,Retired,79000,Current,7.3
USER_3444,49,Female,Faisalabad,Freelancer,133000,Salary,13.7
USER_3445,57,Male,Hyderabad,Engineer,280000,Current,2.4
USER_3446,22,Female,Sialkot,Housewife,0,Salary,9.8
USER_3447,36,Male,Quetta,Teacher,75000,Savings,6.3
USER_3448,39,Male,Sialkot,Salaried Employee,123000,Savings,3
USER_3449,28,Male,Sialkot,Freelancer,335000,Savings,1.6
USER_3450,35,Female,Multan,Doctor,240000,Savings,4.2
USER_3451,62,Female,Islamabad,Business Owner,712000,Current,14.1
USER_3452,41,Male,Multan,Government Employee,125000,Current,6.7
USER_3453,20,Male,Lahore,Retired,47000,Current,11.8
USER_3454,20,Male,Karachi,Business Owner,363000,Current,6.2
USER_3455,23,Male,Hyderabad,Salaried Employee,130000,Savings,5.1
USER_3456,31,Male,Islamabad,Government Employee,93000,Current,5.7
USER_3457,50,Male,Hyderabad,Freelancer,127000,Current,9.6
USER_3458,45,Male,Sialkot,Government Employee,129000,Current,4.7
USER_3459,25,Male,Faisalabad,Business Owner,155000,Salary,14.8
USER_3460,39,Female,Rawalpindi,Shopkeeper,224000,Salary,13.5
USER_3461,44,Male,Rawalpindi,Government Employee,145000,Current,9.4
USER_3462,21,Male,Multan,Shopkeeper,85000,Salary,12.4
USER_3463,41,Male,Faisalabad,Teacher,98000,Savings,14.1
USER_3464,46,Female,Sialkot,Salaried Employee,123000,Salary,10.7
USER_3465,58,Female,Sialkot,Freelancer,267000,Salary,4.8
USER_3466,59,Female,Lahore,Business Owner,460000,Savings,8.3
USER_3467,55,Female,Sialkot,Government Employee,79000,Current,8.7
USER_3468,19,Female,Sialkot,Freelancer,172000,Savings,13.4
USER_3469,29,Male,Faisalabad,Salaried Employee,126000,Current,8.7
USER_3470,44,Male,Quetta,Shopkeeper,121000,Current,9.8
USER_3471,66,Female,Karachi,Driver,44000,Savings,11.4
USER_3472,53,Male,Quetta,Freelancer,186000,Current,10.2
USER_3473,41,Male,Quetta,Salaried Employee,144000,Savings,12.6
USER_3474,70,Male,Multan,Doctor,548000,Savings,14.7
USER_3475,54,Female,Multan,Student,28000,Savings,6.4
USER_3476,52,Male,Hyderabad,Driver,39000,Savings,11.9
USER_3477,54,Female,Multan,Doctor,530000,Savings,13.9
USER_3478,18,Female,Hyderabad,Housewife,0,Savings,12.2
USER_3479,54,Female,Lahore,Teacher,115000,Savings,11.8
USER_3480,52,Male,Rawalpindi,Freelancer,233000,Salary,4.4
USER_3481,19,Male,Peshawar,Government Employee,60000,Savings,10.2
USER_3482,45,Female,Hyderabad,Housewife,0,Savings,12.6
USER_3483,50,Female,Lahore,Housewife,5000,Salary,5.4
USER_3484,21,Male,Hyderabad,Business Owner,209000,Salary,9.9
USER_3485,36,Male,Multan,Student,25000,Current,11.7
USER_3486,51,Male,Sialkot,Shopkeeper,248000,Current,9.6
USER_3487,64,Female,Rawalpindi,Driver,39000,Current,0.7
USER_3488,46,Female,Sialkot,Teacher,86000,Savings,1.3
USER_3489,26,Female,Hyderabad,Driver,34000,Salary,2.5
USER_3490,53,Male,Peshawar,Retired,92000,Current,13.9
USER_3491,54,Male,Faisalabad,Student,23000,Salary,10.3
USER_3492,22,Male,Rawalpindi,Government Employee,119000,Savings,1.8
USER_3493,38,Female,Islamabad,Government Employee,105000,Current,2.1
USER_3494,23,Female,Karachi,Government Employee,171000,Savings,10.3
USER_3495,56,Male,Karachi,Doctor,259000,Savings,11.4
USER_3496,70,Female,Islamabad,Shopkeeper,210000,Salary,8.8
USER_3497,42,Male,Rawalpindi,Government Employee,119000,Savings,13.4
USER_3498,36,Female,Faisalabad,Freelancer,96000,Salary,14.4
USER_3499,38,Male,Islamabad,Doctor,354000,Salary,1.1
USER_3500,45,Female,Faisalabad,Student,18000,Current,3.5
USER_3501,24,Female,Peshawar,Business Owner,264000,Savings,13.6
USER_3502,68,Female,Quetta,Salaried Employee,94000,Savings,0.7
USER_3503,58,Male,Peshawar,Freelancer,351000,Savings,2
USER_3504,34,Female,Islamabad,Freelancer,356000,Current,11.2
USER_3505,68,Female,Rawalpindi,Doctor,321000,Salary,4
USER_3506,50,Male,Quetta,Driver,40000,Current,0.9
USER_3507,54,Female,Karachi,Shopkeeper,234000,Salary,10.9
USER_3508,43,Male,Peshawar,Shopkeeper,96000,Current,13
USER_3509,33,Female,Quetta,Salaried Employee,72000,Current,11.6
USER_3510,52,Male,Lahore,Driver,58000,Savings,3.1
USER_3511,40,Female,Islamabad,Housewife,20000,Salary,13.2
USER_3512,18,Female,Quetta,Shopkeeper,107000,Salary,4.3
USER_3513,27,Male,Quetta,Driver,55000,Savings,1.6
USER_3514,26,Female,Sialkot,Doctor,439000,Salary,14.3
USER_3515,55,Female,Rawalpindi,Doctor,527000,Salary,8.4
USER_3516,19,Male,Islamabad,Student,38000,Current,12.1
USER_3517,62,Male,Quetta,Doctor,577000,Salary,10.9
USER_3518,50,Female,Islamabad,Teacher,118000,Salary,5.4
USER_3519,57,Male,Lahore,Teacher,83000,Current,9.6
USER_3520,47,Female,Peshawar,Housewife,15000,Savings,3.9
USER_3521,43,Female,Hyderabad,Shopkeeper,131000,Salary,11.7
USER_3522,29,Male,Sialkot,Shopkeeper,152000,Current,11.8
USER_3523,22,Female,Peshawar,Freelancer,349000,Current,6.1
USER_3524,57,Female,Quetta,Shopkeeper,120000,Savings,5.1
USER_3525,30,Female,Karachi,Driver,47000,Current,10.4
USER_3526,43,Male,Rawalpindi,Engineer,134000,Salary,4.4
USER_3528,60,Female,Hyderabad,Doctor,582000,Salary,5.3
USER_3529,54,Male,Karachi,Driver,34000,Savings,4.6
USER_3530,29,Female,Multan,Teacher,76000,Savings,14
USER_3531,47,Female,Rawalpindi,Salaried Employee,116000,Salary,4.8
USER_3532,33,Male,Quetta,Retired,65000,Current,12.5
USER_3533,30,Male,Multan,Doctor,286000,Current,1.7
USER_3534,38,Male,Quetta,Engineer,247000,Savings,13.8
USER_3535,42,Male,Sialkot,Salaried Employee,123000,Salary,3.7
USER_3536,32,Female,Quetta,Freelancer,264000,Savings,3.7
USER_3537,24,Female,Multan,Engineer,127000,Salary,7.6
USER_3538,42,Female,Karachi,Freelancer,238000,Current,11.7
USER_3539,70,Female,Rawalpindi,Student,16000,Current,9.6
USER_3540,61,Male,Lahore,Shopkeeper,237000,Current,2.9
USER_3541,51,Female,Sialkot,Government Employee,95000,Savings,1.7
USER_3542,31,Female,Faisalabad,Housewife,15000,Current,7.1
USER_3543,70,Female,Rawalpindi,Housewife,5000,Salary,3
USER_3544,31,Female,Peshawar,Retired,99000,Savings,4
USER_3545,46,Female,Karachi,Student,30000,Current,14.3
USER_3546,62,Female,Faisalabad,Housewife,0,Current,3.1
USER_3547,57,Male,Sialkot,Business Owner,646000,Salary,1.4
USER_3548,26,Female,Karachi,Teacher,84000,Savings,3.9
USER_3549,51,Female,Hyderabad,Salaried Employee,88000,Current,8.6
USER_3550,44,Male,Multan,Freelancer,336000,Current,12
USER_3551,52,Female,Faisalabad,Teacher,117000,Savings,2.5
USER_3552,39,Female,Faisalabad,Business Owner,813000,Current,11.1
USER_3553,41,Female,Sialkot,Teacher,72000,Salary,2.4
USER_3554,25,Male,Hyderabad,Engineer,127000,Savings,14
USER_3555,20,Male,Islamabad,Teacher,84000,Salary,3.8
USER_3556,32,Male,Rawalpindi,Salaried Employee,85000,Current,13.1
USER_3557,31,Male,Multan,Engineer,246000,Savings,8.1
USER_3558,58,Female,Quetta,Retired,54000,Salary,2
USER_3559,36,Female,Hyderabad,Freelancer,395000,Salary,7.6
USER_3560,62,Male,Hyderabad,Shopkeeper,247000,Current,10.9
USER_3561,59,Female,Islamabad,Retired,31000,Savings,5.8
USER_3562,65,Male,Multan,Teacher,74000,Savings,8.1
USER_3563,63,Male,Islamabad,Government Employee,170000,Savings,2.3
USER_3564,27,Male,Faisalabad,Freelancer,119000,Savings,6
USER_3565,23,Male,Hyderabad,Teacher,92000,Savings,3.5
USER_3566,47,Female,Karachi,Business Owner,323000,Current,6.4
USER_3567,23,Female,Islamabad,Salaried Employee,116000,Current,7.2
USER_3568,65,Female,Quetta,Driver,39000,Current,2.5
USER_3569,54,Male,Multan,Salaried Employee,82000,Salary,12.3
USER_3570,65,Female,Hyderabad,Driver,48000,Savings,11.1
USER_3571,21,Female,Peshawar,Housewife,25000,Savings,1.4
USER_3572,31,Male,Peshawar,Retired,58000,Salary,10
USER_3573,19,Female,Islamabad,Salaried Employee,90000,Salary,14.4
USER_3574,31,Female,Islamabad,Housewife,20000,Current,10
USER_3575,22,Female,Rawalpindi,Business Owner,727000,Savings,3.9
USER_3576,38,Female,Rawalpindi,Freelancer,353000,Savings,5.1
USER_3577,35,Female,Lahore,Shopkeeper,249000,Current,11.2
USER_3578,32,Male,Hyderabad,Teacher,76000,Savings,8.8
USER_3579,34,Female,Sialkot,Retired,45000,Savings,13.5
USER_3580,70,Female,Karachi,Salaried Employee,145000,Savings,6.9
USER_3581,21,Female,Rawalpindi,Driver,60000,Salary,7.3
USER_3582,49,Male,Rawalpindi,Shopkeeper,166000,Savings,8.9
USER_3583,51,Male,Islamabad,Salaried Employee,74000,Salary,11.4
USER_3584,26,Female,Hyderabad,Retired,37000,Salary,3.2
USER_3585,20,Female,Quetta,Shopkeeper,239000,Salary,13.3
USER_3586,50,Female,Multan,Driver,37000,Salary,11.2
USER_3587,41,Female,Islamabad,Government Employee,144000,Salary,6.2
USER_3588,69,Male,Rawalpindi,Student,19000,Current,3.9
USER_3589,59,Male,Sialkot,Freelancer,238000,Savings,7.2
USER_3590,28,Female,Sialkot,Housewife,0,Savings,9.8
USER_3591,67,Female,Karachi,Housewife,10000,Savings,7.4
USER_3592,65,Male,Karachi,Freelancer,173000,Savings,8.9
